1580155991.2315002,1.555196,0.004127,1.958086,0.0,0.967974,0.0,0.251049
1580155991.8331458,1.569563,0.025766,1.992739,0.0,0.96798,0.0,0.251028
1580155992.4354395,1.554704,0.034509,2.002265,0.0,0.967977,0.0,0.25104
1580155993.0373378,1.543121,0.088924,2.010398,0.0,0.967983,0.0,0.251015
1580155993.6394265,1.554872,0.131729,1.998662,0.0,0.968039,0.0,0.250798
1580155994.2412638,1.562241,0.16086,2.034429,0.0,0.968051,0.0,0.250755
1580155994.8428588,1.583939,0.188128,2.077514,0.0,0.968065,0.0,0.250698
1580155995.4445612,1.50772,0.122254,2.036493,0.0,0.96803,0.0,0.250835
1580155996.0465198,1.497552,0.049979,1.998777,0.0,0.96808,0.0,0.250643
1580155996.6484888,1.326387,-0.138227,1.993391,0.0,0.968076,0.0,0.250659
1580155997.2504660,1.303376,-0.261057,1.898035,0.0,0.968001,0.0,0.250946
1580155997.8524275,1.337047,-0.36265,1.714107,0.0,0.967842,0.0,0.251558
1580155998.4531532,1.358616,-0.390707,1.684836,0.0,0.967803,0.0,0.25171
1580155999.0555355,1.33136,-0.45318,1.604937,0.0,0.967721,0.0,0.252025
1580155999.6573695,1.331993,-0.260443,1.50685,0.0,0.967735,0.0,0.25197
1580156000.2592622,1.385698,-0.149061,1.452945,0.0,0.967749,0.0,0.251916
1580156000.8603438,1.427253,-0.171636,1.38622,0.0,0.967684,0.0,0.252167
1580156001.4623292,1.464681,-0.18672,1.38767,0.0,0.967667,0.0,0.25223
1580156002.0639165,1.455608,-0.222769,1.344961,0.0,0.967664,0.0,0.252241
1580156002.6658832,1.460186,-0.332066,1.336223,0.0,0.96759,0.0,0.252528
1580156003.2677995,1.454907,-0.410355,1.352876,0.0,0.967542,0.0,0.252711
1580156003.8693380,1.362323,-0.438633,1.286606,0.0,0.967515,0.0,0.252814
1580156004.4717008,1.324089,-0.422075,1.242071,0.0,0.967547,0.0,0.252689
1580156005.0731485,1.348254,-0.456449,1.242913,0.0,0.967547,0.0,0.252693
1580156005.6751198,1.374249,-0.454978,1.239455,0.0,0.967551,0.0,0.252676
1580156006.2771352,1.397052,-0.445685,1.271892,0.0,0.96751,0.0,0.252833
1580156006.8788950,1.339256,-0.457195,1.263813,0.0,0.967515,0.0,0.252813
1580156007.4804152,1.504644,-0.561419,1.230204,0.0,0.967525,0.0,0.252775
1580156008.0812622,1.462626,-0.60415,1.34784,0.0,0.967399,0.0,0.253258
1580156008.6833615,1.459222,-0.56399,1.438772,0.0,0.96735,0.0,0.253446
1580156009.2850422,1.411673,-0.54801,1.494968,0.0,0.967322,0.0,0.253551
1580156009.8867380,1.413169,-0.466628,1.483467,0.0,0.967327,0.0,0.253533
1580156010.4884615,1.413171,-0.479284,1.477946,0.0,0.967329,0.0,0.253524
1580156011.0905375,1.404638,-0.445929,1.495963,0.0,0.96732,0.0,0.253558
1580156011.6925305,1.421287,-0.358699,1.514739,0.0,0.967297,0.0,0.253648
1580156012.2943452,1.462649,-0.190618,1.587558,0.0,0.967289,0.0,0.253676
1580156012.8963032,1.503345,-0.123935,1.694415,0.0,0.967158,0.0,0.254175
1580156013.4981015,1.545548,-0.09239,1.771847,0.0,0.96718,0.0,0.254094
1580156014.0997465,1.528205,-0.079549,1.77549,0.0,0.967186,0.0,0.254071
1580156014.7014495,1.436697,-0.073375,1.823076,0.0,0.967173,0.0,0.254118
1580156015.3034212,1.542763,-0.060484,1.847467,0.0,0.96716,0.0,0.254168
1580156015.9048532,1.57111,-0.014999,1.906785,0.0,0.967193,0.0,0.254041
1580156016.5069865,1.596706,0.005533,1.898346,0.0,0.967193,0.0,0.254044
1580156017.1084590,1.662966,0.029352,1.867353,0.0,0.967215,0.0,0.25396
1580156017.7105285,1.674423,-0.032236,1.893026,0.0,0.967214,0.0,0.253962
1580156018.3126965,1.672201,-0.000939,1.831231,0.0,0.967211,0.0,0.253975
1580156018.9139005,1.666551,0.034156,1.798694,0.0,0.967212,0.0,0.25397
1580156019.5159682,1.660422,0.026237,1.789221,0.0,0.967207,0.0,0.253988
1580156020.1177210,1.638724,-0.025713,1.800251,0.0,0.967194,0.0,0.254039
1580156020.7195968,1.557714,-0.036606,1.847777,0.0,0.967154,0.0,0.254191
1580156021.3211490,1.423059,-0.083788,1.881507,0.0,0.967214,0.0,0.253962
1580156021.9231130,1.390336,-0.108964,1.875384,0.0,0.967214,0.0,0.253962
1580156022.5252370,1.416367,-0.143272,1.857971,0.0,0.967211,0.0,0.253974
1580156023.1271472,1.415063,-0.161387,1.826801,0.0,0.967192,0.0,0.254045
1580156023.7286945,1.41595,-0.229858,1.755409,0.0,0.967154,0.0,0.254193
1580156024.3306025,1.388087,-0.330034,1.646035,0.0,0.967081,0.0,0.254467
1580156024.9323428,1.314241,-0.157173,1.597168,0.0,0.966995,0.0,0.254794
1580156025.5339770,1.298027,-0.120175,1.562838,0.0,0.96702,0.0,0.2547
1580156026.1362238,1.267738,-0.080395,1.472289,0.0,0.966995,0.0,0.254795
1580156026.7370860,1.290098,-0.132251,1.465986,0.0,0.967009,0.0,0.254742
1580156027.3390290,1.27523,-0.160138,1.396187,0.0,0.96703,0.0,0.254662
1580156027.9407172,1.352228,-0.303375,1.390055,0.0,0.967023,0.0,0.25469
1580156028.5426995,1.392661,-0.444182,1.387686,0.0,0.96704,0.0,0.254624
1580156029.1441738,1.38362,-0.353744,1.345642,0.0,0.967037,0.0,0.254638
1580156029.7457448,1.400317,-0.2106,1.374806,0.0,0.967026,0.0,0.254678
1580156030.3478125,1.431757,-0.204661,1.351629,0.0,0.967016,0.0,0.254716
1580156030.9495588,1.458148,-0.167648,1.291871,0.0,0.966997,0.0,0.254787
1580156031.5514322,1.51212,-0.208279,1.275645,0.0,0.967009,0.0,0.254741
1580156032.1527340,1.491147,-0.162028,1.273851,0.0,0.966994,0.0,0.254801
1580156032.7541360,1.519524,-0.140199,1.306423,0.0,0.966981,0.0,0.254847
1580156033.3564112,1.518637,-0.129969,1.34359,0.0,0.966974,0.0,0.254875
1580156033.9583848,1.565345,-0.156338,1.352296,0.0,0.966974,0.0,0.254876
1580156034.5602238,1.583349,-0.121859,1.335697,0.0,0.966969,0.0,0.254895
1580156035.1617572,1.59328,-0.128023,1.346185,0.0,0.966975,0.0,0.254871
1580156035.7635920,1.645344,-0.122142,1.347149,0.0,0.967007,0.0,0.254748
1580156036.3653818,1.657347,-0.148279,1.414547,0.0,0.967001,0.0,0.254773
1580156036.9673865,1.664294,-0.14362,1.381528,0.0,0.967021,0.0,0.254695
1580156037.5689385,1.652884,-0.138301,1.384076,0.0,0.967013,0.0,0.254728
1580156038.1709698,1.647949,-0.151918,1.40137,0.0,0.966999,0.0,0.254779
1580156038.7724068,1.625861,-0.140751,1.430385,0.0,0.966968,0.0,0.254896
1580156039.3745090,1.604157,-0.162712,1.449843,0.0,0.966961,0.0,0.254925
1580156039.9762975,1.611898,-0.154377,1.428675,0.0,0.966968,0.0,0.254898
1580156040.5781602,1.595274,-0.167328,1.429013,0.0,0.966968,0.0,0.254896
1580156041.1795665,1.597076,-0.171786,1.432427,0.0,0.966968,0.0,0.254898
1580156041.7812010,1.597726,-0.170675,1.433889,0.0,0.966968,0.0,0.254898
1580156042.3833260,1.622385,-0.24566,1.431751,0.0,0.966973,0.0,0.254877
1580156042.9850430,1.647701,-0.30724,1.394894,0.0,0.966989,0.0,0.25482
1580156043.5871912,1.638748,-0.3527,1.390302,0.0,0.966995,0.0,0.254797
1580156044.1884190,1.607281,-0.426588,1.395729,0.0,0.967012,0.0,0.254732
1580156044.7907735,1.607964,-0.506291,1.37278,0.0,0.967004,0.0,0.254762
1580156045.3923722,1.574526,-0.478449,1.387525,0.0,0.967002,0.0,0.254768
1580156045.9943208,1.575765,-0.472272,1.413006,0.0,0.966998,0.0,0.254783
1580156046.5960320,1.599388,-0.459934,1.402717,0.0,0.966991,0.0,0.254812
1580156047.1976685,1.609666,-0.45191,1.398475,0.0,0.966992,0.0,0.254805
1580156047.7994898,1.61208,-0.474084,1.429313,0.0,0.966996,0.0,0.254792
1580156048.4012190,1.622536,-0.470409,1.453318,0.0,0.966983,0.0,0.254841
1580156049.0030398,1.633176,-0.448388,1.471902,0.0,0.966978,0.0,0.25486
1580156049.6049008,1.516407,-0.456182,1.505906,0.0,0.966977,0.0,0.254866
1580156050.2065730,1.634943,-0.364693,1.520035,0.0,0.966956,0.0,0.254943
1580156050.8082685,1.653617,-0.326689,1.546559,0.0,0.966947,0.0,0.254978
1580156051.4104022,1.690699,-0.31533,1.585784,0.0,0.966936,0.0,0.25502
1580156052.0120922,1.693442,-0.334426,1.594488,0.0,0.966927,0.0,0.255054
1580156052.6137440,1.657511,-0.424554,1.647308,0.0,0.966908,0.0,0.255126
1580156053.2150640,1.634432,-0.329665,1.680542,0.0,0.966888,0.0,0.255202
1580156053.8174255,1.563734,-0.328691,1.726503,0.0,0.966866,0.0,0.255285
1580156054.4192132,1.517102,-0.321514,1.790697,0.0,0.966847,0.0,0.255358
1580156055.0200778,1.49157,-0.56877,1.830947,0.0,0.96683,0.0,0.255419
1580156055.6209228,1.457047,-0.546075,1.878683,0.0,0.966766,0.0,0.255662
1580156056.2232872,1.443585,-0.692776,1.879155,0.0,0.966799,0.0,0.255537
1580156056.8250175,1.483119,-0.666069,1.8609,0.0,0.966768,0.0,0.255655
1580156057.4267875,1.498663,-0.560387,1.855124,0.0,0.966761,0.0,0.255682
1580156058.0282610,1.561833,-0.457721,1.858968,0.0,0.966736,0.0,0.255777
1580156058.6305790,1.476984,-0.483218,1.921394,0.0,0.966754,0.0,0.255707
1580156059.2320830,1.444238,-0.468889,1.944641,0.0,0.966756,0.0,0.255701
1580156059.8337688,1.411216,-0.512882,1.878432,0.0,0.966753,0.0,0.255713
1580156060.4354252,1.420753,-0.523682,1.838173,0.0,0.966741,0.0,0.255757
1580156061.0375028,1.385032,-0.533128,1.820145,0.0,0.966737,0.0,0.255772
1580156061.6391492,1.358763,-0.576351,1.738275,0.0,0.966721,0.0,0.255834
1580156062.2412528,1.352795,-0.580236,1.70942,0.0,0.966708,0.0,0.25588
1580156062.8429398,1.345255,-0.604757,1.655517,0.0,0.966685,0.0,0.255969
1580156063.4447035,1.289583,-0.428348,1.567176,0.0,0.966663,0.0,0.256052
1580156064.0465012,1.351292,-0.424275,1.482365,0.0,0.966614,0.0,0.256238
1580156064.6484455,1.384316,-0.346734,1.373444,0.0,0.966624,0.0,0.256201
1580156065.2501540,1.399528,-0.339305,1.343014,0.0,0.966604,0.0,0.256276
1580156065.8517292,1.410872,-0.338545,1.327669,0.0,0.966599,0.0,0.256292
1580156066.4535980,1.424256,-0.3298,1.331304,0.0,0.966592,0.0,0.256319
1580156067.0556960,1.429972,-0.320229,1.3522,0.0,0.966578,0.0,0.256374
1580156067.6572000,1.437382,-0.326191,1.356045,0.0,0.966576,0.0,0.25638
1580156068.2598905,1.4685,-0.328729,1.347047,0.0,0.96657,0.0,0.256403
1580156068.8613285,1.559748,-0.347328,1.362824,0.0,0.966556,0.0,0.256456
1580156069.4631572,1.578837,-0.345658,1.367346,0.0,0.966554,0.0,0.256464
1580156070.0651532,1.589374,-0.338596,1.376922,0.0,0.96655,0.0,0.256479
1580156070.6668535,1.586897,-0.283299,1.413672,0.0,0.966534,0.0,0.25654
1580156071.2689560,1.60491,-0.231576,1.428884,0.0,0.966531,0.0,0.256548
1580156071.8711692,1.569829,-0.177434,1.520721,0.0,0.966496,0.0,0.256681
1580156072.4725748,1.530247,-0.168499,1.73242,0.0,0.966486,0.0,0.256719
1580156073.0743030,1.499828,-0.159731,1.727106,0.0,0.966509,0.0,0.256632
1580156073.6762188,1.429195,-0.167882,1.795277,0.0,0.966523,0.0,0.25658
1580156074.2787122,1.403394,-0.184529,1.848539,0.0,0.966517,0.0,0.256604
1580156074.8802882,1.429194,-0.191495,1.868515,0.0,0.966511,0.0,0.256625
1580156075.4818202,1.546794,-0.160119,2.017581,0.0,0.966472,0.0,0.256773
1580156076.0836898,1.581209,-0.094557,2.18018,0.0,0.966589,0.0,0.256332
1580156076.6860488,1.617451,-0.057464,2.252586,0.0,0.966558,0.0,0.25645
1580156077.2881122,1.629866,-0.060859,2.105114,0.0,0.966541,0.0,0.256512
1580156077.8900590,1.616753,-0.014205,2.02607,0.0,0.966531,0.0,0.25655
1580156078.4920230,1.612053,-0.037089,1.964064,0.0,0.966518,0.0,0.256598
1580156079.0937342,1.588234,-0.079598,1.96157,0.0,0.966509,0.0,0.256633
1580156079.6953225,1.592747,-0.084745,1.925796,0.0,0.966506,0.0,0.256643
1580156080.2969048,1.575385,-0.093639,1.91691,0.0,0.966501,0.0,0.256663
1580156080.8991082,1.54454,-0.053989,1.867743,0.0,0.966494,0.0,0.256691
1580156081.4992758,1.54764,-0.050105,1.861627,0.0,0.966492,0.0,0.256696
1580156082.1016405,1.513504,-0.04889,1.878051,0.0,0.966482,0.0,0.256734
1580156082.7033605,1.471982,-0.055203,1.864407,0.0,0.966518,0.0,0.256597
1580156083.3054240,1.357809,-0.027008,1.857385,0.0,0.966475,0.0,0.256762
1580156083.9073062,1.320984,-0.071396,1.907814,0.0,0.966492,0.0,0.256695
1580156084.5083892,1.331321,-0.106252,1.904735,0.0,0.966473,0.0,0.256768
1580156085.1103848,1.376715,-0.103831,1.889233,0.0,0.96647,0.0,0.25678
1580156085.7124548,1.36602,-0.103873,1.906573,0.0,0.966474,0.0,0.256766
1580156086.3139470,0.933801,-0.099233,2.204881,0.0,0.963148,0.0,0.268971
1580156086.9157920,-3.355307,-0.104071,-5.116364,0.0,0.43185,0.0,0.901945
1580156087.5168148,-3.096746,-0.141839,-5.329408,0.0,0.401981,0.0,0.915648
1580156088.1190500,-2.043633,-0.053729,-3.715971,0.0,0.513829,0.0,0.857893
1580156088.7200088,1.231661,0.098649,1.862649,0.0,0.964968,0.0,0.262368
1580156089.3223252,1.446389,0.063118,1.913372,0.0,0.968811,0.0,0.247802
1580156089.9245565,1.478535,0.027709,1.900006,0.0,0.969053,0.0,0.246853
1580156090.5264272,1.465719,0.019994,1.895833,0.0,0.968961,0.0,0.247214
1580156091.1281955,1.501374,0.000352,1.922671,0.0,0.969392,0.0,0.245519
1580156091.7299952,1.48723,-0.007081,1.921126,0.0,0.969316,0.0,0.245816
1580156092.3316040,1.465723,0.002195,1.933639,0.0,0.968066,0.0,0.250695
1580156092.9330492,1.360567,0.009373,2.257456,0.0,0.965402,0.0,0.260766
1580156093.5353760,0.172637,-0.09122,-7.953032,0.0,0.160329,0.0,0.987064
1580156094.1369040,4.947759,-0.120936,-7.867165,0.0,-0.182681,0.0,0.983172
1580156094.7384235,2.31696,-0.114672,-7.82163,0.0,-0.002938,0.0,0.999996
1580156095.3401198,0.172915,-0.110687,-7.16415,0.0,0.150061,0.0,0.988677
1580156095.9418962,-0.133542,-0.094277,-7.018081,0.0,0.17185,0.0,0.985123
